asset_id;contract_address;asset_name;collection_name;Artist;Asset Type;extraMetadata
625;0x3e43944d977dea22511da6d33c0cab666a604515;The Song of Nine Paths Silver Edition (Mix: 387221660);Async Music Limited Editions;Pak;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Lee Gaito"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Pak"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x8481ccaca8776a654b5fc260c639dde3780e6dc0"", ""0x2ce780d7c743a57791b835a9d6f998b15bbba5a4""], ""signatures"": [{""address"": ""0x8481cCaCA8776A654b5Fc260C639dDE3780E6dc0"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0xf541f7f0a9cd8b13dcb316616d40fc73380fce223e22393409e2f63c61a0520d6522336a6bb1ae9af2ce5fa2f898bf8e405a464c908be4944b5d48cc166e34cb1b"", ""version"": ""2""}, {""address"": ""0x2Ce780D7c743A57791B835a9d6F998B15BBbA5a4"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x1e9dc512fbf5059975426f39b7c4f306a8366ba65778ecc72662f4c3bf5418b919c1fe696a5e6940e9e9e968b4f550cb2dcaf94ce5546eff75fb159ad3dec6e51c"", ""version"": ""2""}]}, ""image_original_url"": ""QmUmd8sCJCD3JbMyzJpqrxX3N8z9sY8c6AENKvFG2GHWoA"", ""animation_original_url"": ""QmRqmfxYM3gGyMEvwjLNkk4vgYaE7BkeHcmMpefSCf2W7V"", ""metadata_original_url"": ""QmeswE6ntoPuc1f5NgyvwUpvnf9W9EMS4aBVQ58cBnoKMt""}"
626;0x3e43944d977dea22511da6d33c0cab666a604515;The Song of Nine Paths Silver Edition (Mix: 387221660);Async Music Limited Editions;Pak;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Lee Gaito"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Pak"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x8481ccaca8776a654b5fc260c639dde3780e6dc0"", ""0x2ce780d7c743a57791b835a9d6f998b15bbba5a4""], ""signatures"": [{""address"": ""0x8481cCaCA8776A654b5Fc260C639dDE3780E6dc0"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0xf541f7f0a9cd8b13dcb316616d40fc73380fce223e22393409e2f63c61a0520d6522336a6bb1ae9af2ce5fa2f898bf8e405a464c908be4944b5d48cc166e34cb1b"", ""version"": ""2""}, {""address"": ""0x2Ce780D7c743A57791B835a9d6F998B15BBbA5a4"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x1e9dc512fbf5059975426f39b7c4f306a8366ba65778ecc72662f4c3bf5418b919c1fe696a5e6940e9e9e968b4f550cb2dcaf94ce5546eff75fb159ad3dec6e51c"", ""version"": ""2""}]}, ""image_original_url"": ""QmcftqN1qCjxALTZ7SFjRwVTTPjPkutVuyic6L2BhZVw5x"", ""animation_original_url"": ""QmRqmfxYM3gGyMEvwjLNkk4vgYaE7BkeHcmMpefSCf2W7V"", ""metadata_original_url"": ""QmbeZ6HoUEWQJqJfELjCmQyNByJfAsys46pGGxyyrTX24w""}"
627;0x3e43944d977dea22511da6d33c0cab666a604515;The Song of Nine Paths Silver Edition (Mix: 387221660);Async Music Limited Editions;Pak;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Lee Gaito"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Pak"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x8481ccaca8776a654b5fc260c639dde3780e6dc0"", ""0x2ce780d7c743a57791b835a9d6f998b15bbba5a4""], ""signatures"": [{""address"": ""0x8481cCaCA8776A654b5Fc260C639dDE3780E6dc0"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0xf541f7f0a9cd8b13dcb316616d40fc73380fce223e22393409e2f63c61a0520d6522336a6bb1ae9af2ce5fa2f898bf8e405a464c908be4944b5d48cc166e34cb1b"", ""version"": ""2""}, {""address"": ""0x2Ce780D7c743A57791B835a9d6F998B15BBbA5a4"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x1e9dc512fbf5059975426f39b7c4f306a8366ba65778ecc72662f4c3bf5418b919c1fe696a5e6940e9e9e968b4f550cb2dcaf94ce5546eff75fb159ad3dec6e51c"", ""version"": ""2""}]}, ""image_original_url"": ""QmSyQNf4XcWv7i4VRWXu7XXT7WDrHDpGWoxXWC6vPKj9m3"", ""animation_original_url"": ""QmRqmfxYM3gGyMEvwjLNkk4vgYaE7BkeHcmMpefSCf2W7V"", ""metadata_original_url"": ""Qmf1HYcTpZnEhGzLpcUSKjuesNKFda67t6o4sN9Eqhszq3""}"
628;0x3e43944d977dea22511da6d33c0cab666a604515;The Song of Nine Paths Silver Edition (Mix: 387221660);Async Music Limited Editions;Pak;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Lee Gaito"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Pak"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x8481ccaca8776a654b5fc260c639dde3780e6dc0"", ""0x2ce780d7c743a57791b835a9d6f998b15bbba5a4""], ""signatures"": [{""address"": ""0x8481cCaCA8776A654b5Fc260C639dDE3780E6dc0"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0xf541f7f0a9cd8b13dcb316616d40fc73380fce223e22393409e2f63c61a0520d6522336a6bb1ae9af2ce5fa2f898bf8e405a464c908be4944b5d48cc166e34cb1b"", ""version"": ""2""}, {""address"": ""0x2Ce780D7c743A57791B835a9d6F998B15BBbA5a4"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x1e9dc512fbf5059975426f39b7c4f306a8366ba65778ecc72662f4c3bf5418b919c1fe696a5e6940e9e9e968b4f550cb2dcaf94ce5546eff75fb159ad3dec6e51c"", ""version"": ""2""}]}, ""image_original_url"": ""QmfR588ctPsexkFvgMzZRfkoa5cwkb6ku1uyZuFD8LNvmb"", ""animation_original_url"": ""QmRqmfxYM3gGyMEvwjLNkk4vgYaE7BkeHcmMpefSCf2W7V"", ""metadata_original_url"": ""Qmd3gi1GjnnmMoVXXjYqx3BiMJxLNxNFaU4YVdRE3Dotg1""}"
629;0x3e43944d977dea22511da6d33c0cab666a604515;DECASENTRY Silver Edition (Mix: 2211);Async Music Limited Editions;Mike Shinoda;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Mike Shinoda"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0xb55eb9bd32d6ab75d7555192e7a3a7ca0bcd5738""], ""signatures"": [{""address"": ""0xB55EB9Bd32D6Ab75d7555192E7a3a7ca0Bcd5738"", ""msg"": ""Verifying Limited Editions for DECASENTRY minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0xf708a282f8fd8be2e12b7fcbc136a32097a61545a11636b441817297537800cb148798cc4e1c8fb9c3541f73a23a22410d4426e0cd27805108ac486398ec06281b"", ""version"": ""2""}]}, ""image_original_url"": ""QmTnMM1zTvVosd9AL8woD3uFQ2R1vWYBsA7hDdU3wZiQbG"", ""animation_original_url"": ""QmbExN1r7VBYfaQK7pj9aRcwvCdxtCnR6JUpNkUG2R6n5P"", ""metadata_original_url"": ""QmP3bcmQqBr8gH2o7ztUua8asYWyMjEowmDy6xWtuPfvun""}"
630;0x3e43944d977dea22511da6d33c0cab666a604515;The Song of Nine Paths Silver Edition (Mix: 387221660);Async Music Limited Editions;Pak;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Lee Gaito"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Pak"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x8481ccaca8776a654b5fc260c639dde3780e6dc0"", ""0x2ce780d7c743a57791b835a9d6f998b15bbba5a4""], ""signatures"": [{""address"": ""0x8481cCaCA8776A654b5Fc260C639dDE3780E6dc0"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0xf541f7f0a9cd8b13dcb316616d40fc73380fce223e22393409e2f63c61a0520d6522336a6bb1ae9af2ce5fa2f898bf8e405a464c908be4944b5d48cc166e34cb1b"", ""version"": ""2""}, {""address"": ""0x2Ce780D7c743A57791B835a9d6F998B15BBbA5a4"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x1e9dc512fbf5059975426f39b7c4f306a8366ba65778ecc72662f4c3bf5418b919c1fe696a5e6940e9e9e968b4f550cb2dcaf94ce5546eff75fb159ad3dec6e51c"", ""version"": ""2""}]}, ""image_original_url"": ""QmWGYH6fu82pcWHXZDuHJJBed3EMCX8wsLro6w1zQ2yWx5"", ""animation_original_url"": ""QmRqmfxYM3gGyMEvwjLNkk4vgYaE7BkeHcmMpefSCf2W7V"", ""metadata_original_url"": ""QmNWXSj4E5MWBAnnFyASUgUKtMppjQ6oDE4BpmRvbDwBqs""}"
631;0x3e43944d977dea22511da6d33c0cab666a604515;Money ₿adger Silver Edition (Mix: 002);Async Music Limited Editions;rare scrilla;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""rare scrilla"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x5fae9d4b591f213b3ba75287f2cfac0883d17f7a""], ""signatures"": [{""address"": ""0x5Fae9D4B591f213b3bA75287f2cfAc0883D17f7A"", ""msg"": ""Verifying Limited Editions for Money Badger minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x8c37138ac7f0cfea61c8a3ba96c387a46fc77fce56abeea4530de575ae39b418614e202e603a1f6f65f854ed77f382066cf89e43e87af7d6e76e5250dbbfb8e71c"", ""version"": ""2""}]}, ""image_original_url"": ""QmeFULvLQbFji8SpNiE91yQwC88gczBA2AgMA7dRqRmKC9"", ""animation_original_url"": ""QmfVvmMVShWGZh5zHduQs1zGf5bGTknwM64kBRs8CWEZaP"", ""metadata_original_url"": ""QmSnnDD7sDA2qDtFxyBfaNSvsGvM27LMREaVbt3hipGDGa""}"
632;0x3e43944d977dea22511da6d33c0cab666a604515;The Song of Nine Paths Silver Edition (Mix: 387221660);Async Music Limited Editions;Pak;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Lee Gaito"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Pak"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x8481ccaca8776a654b5fc260c639dde3780e6dc0"", ""0x2ce780d7c743a57791b835a9d6f998b15bbba5a4""], ""signatures"": [{""address"": ""0x8481cCaCA8776A654b5Fc260C639dDE3780E6dc0"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0xf541f7f0a9cd8b13dcb316616d40fc73380fce223e22393409e2f63c61a0520d6522336a6bb1ae9af2ce5fa2f898bf8e405a464c908be4944b5d48cc166e34cb1b"", ""version"": ""2""}, {""address"": ""0x2Ce780D7c743A57791B835a9d6F998B15BBbA5a4"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x1e9dc512fbf5059975426f39b7c4f306a8366ba65778ecc72662f4c3bf5418b919c1fe696a5e6940e9e9e968b4f550cb2dcaf94ce5546eff75fb159ad3dec6e51c"", ""version"": ""2""}]}, ""image_original_url"": ""Qman8xWpWMqFuFWYHP3HXZ7EQdNPXL84wH8NavuEG7BzFf"", ""animation_original_url"": ""QmRqmfxYM3gGyMEvwjLNkk4vgYaE7BkeHcmMpefSCf2W7V"", ""metadata_original_url"": ""QmPnMUznzgrGpZhX418frXw45cwy4G5ekvcMjGJhJf2hsY""}"
633;0x3e43944d977dea22511da6d33c0cab666a604515;DECASENTRY Silver Edition (Mix: 2211);Async Music Limited Editions;Mike Shinoda;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Mike Shinoda"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0xb55eb9bd32d6ab75d7555192e7a3a7ca0bcd5738""], ""signatures"": [{""address"": ""0xB55EB9Bd32D6Ab75d7555192E7a3a7ca0Bcd5738"", ""msg"": ""Verifying Limited Editions for DECASENTRY minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0xf708a282f8fd8be2e12b7fcbc136a32097a61545a11636b441817297537800cb148798cc4e1c8fb9c3541f73a23a22410d4426e0cd27805108ac486398ec06281b"", ""version"": ""2""}]}, ""image_original_url"": ""QmPREQGnkgEnFsvA7W4XbFzE3sgGkLkBXGXKkSAqrAajSN"", ""animation_original_url"": ""QmbExN1r7VBYfaQK7pj9aRcwvCdxtCnR6JUpNkUG2R6n5P"", ""metadata_original_url"": ""QmRJvEpEpenvdY6wFaD8PNbJ7CUtmFZUDyXmAGrYdDgVST""}"
634;0x3e43944d977dea22511da6d33c0cab666a604515;The Song of Nine Paths Silver Edition (Mix: 387221660);Async Music Limited Editions;Pak;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Lee Gaito"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Pak"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x8481ccaca8776a654b5fc260c639dde3780e6dc0"", ""0x2ce780d7c743a57791b835a9d6f998b15bbba5a4""], ""signatures"": [{""address"": ""0x8481cCaCA8776A654b5Fc260C639dDE3780E6dc0"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0xf541f7f0a9cd8b13dcb316616d40fc73380fce223e22393409e2f63c61a0520d6522336a6bb1ae9af2ce5fa2f898bf8e405a464c908be4944b5d48cc166e34cb1b"", ""version"": ""2""}, {""address"": ""0x2Ce780D7c743A57791B835a9d6F998B15BBbA5a4"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x1e9dc512fbf5059975426f39b7c4f306a8366ba65778ecc72662f4c3bf5418b919c1fe696a5e6940e9e9e968b4f550cb2dcaf94ce5546eff75fb159ad3dec6e51c"", ""version"": ""2""}]}, ""image_original_url"": ""QmW5y6GTU1ZjjSGGDL9pF1aogVDDr6j2kz7AaTPKC6JNdH"", ""animation_original_url"": ""QmRqmfxYM3gGyMEvwjLNkk4vgYaE7BkeHcmMpefSCf2W7V"", ""metadata_original_url"": ""QmTj6Yep4hBJG6EvoQFqvArwU5PjtVj1q7uNGgVZV7DpQa""}"
635;0x3e43944d977dea22511da6d33c0cab666a604515;The Song of Nine Paths Silver Edition (Mix: 387221660);Async Music Limited Editions;Pak;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Lee Gaito"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Pak"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x8481ccaca8776a654b5fc260c639dde3780e6dc0"", ""0x2ce780d7c743a57791b835a9d6f998b15bbba5a4""], ""signatures"": [{""address"": ""0x8481cCaCA8776A654b5Fc260C639dDE3780E6dc0"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0xf541f7f0a9cd8b13dcb316616d40fc73380fce223e22393409e2f63c61a0520d6522336a6bb1ae9af2ce5fa2f898bf8e405a464c908be4944b5d48cc166e34cb1b"", ""version"": ""2""}, {""address"": ""0x2Ce780D7c743A57791B835a9d6F998B15BBbA5a4"", ""msg"": ""Verifying Limited Editions for The Song of Nine Paths minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x1e9dc512fbf5059975426f39b7c4f306a8366ba65778ecc72662f4c3bf5418b919c1fe696a5e6940e9e9e968b4f550cb2dcaf94ce5546eff75fb159ad3dec6e51c"", ""version"": ""2""}]}, ""image_original_url"": ""QmTYc4RXv1ZMB4bF7DEfiJXJ1aQFRWkfyxdVJYfYouCPmL"", ""animation_original_url"": ""QmRqmfxYM3gGyMEvwjLNkk4vgYaE7BkeHcmMpefSCf2W7V"", ""metadata_original_url"": ""QmVP7y1ri7PuRxhoBVgbeQddAeVvxNgXzEgjSa1aPmEu88""}"
636;0x3e43944d977dea22511da6d33c0cab666a604515;Warm Season Silver Edition (Mix: 11002);Async Music Limited Editions;Jana Stýblová;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""V\u00c9RIT\u00c9"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Jana St\u00fdblov\u00e1"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x69941a001733ad076cfbf8dec429a4d08d5284b2"", ""0x34f4c9d0aceb6cfee6e6b4df8ad069ea4a4befb2""], ""signatures"": [{""address"": ""0x69941a001733aD076cfbf8deC429A4D08d5284B2"", ""msg"": ""Verifying Limited Editions for Warm Season minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x873729a1387841c49c1f451d6378d7f86a08f78edf3b4efe62e652dc68adc5b8655a40452026a39e375156230a7da9238457c5c885754b66e2d14139e9a180291b"", ""version"": ""2""}, {""address"": ""0x34F4C9D0aCeB6Cfee6E6B4dF8ad069Ea4a4BefB2"", ""msg"": ""Verifying Limited Editions for Warm Season minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0xf75b8c781de142bc868484a6ce452439620985b2bc3bff664a96ffd2adfa11ea013d913d41d0d1925b3a0ebf769b3ae2e91e487dfca9d614600a4af388262b221c"", ""version"": ""2""}]}, ""image_original_url"": ""QmcsCcFd6vcqmrLLWHQwgjVDXzFzSM6XnQkxmLDGMS1Hhe"", ""animation_original_url"": ""QmS8z1wX6KTGiB1w3NQHFArusEQK2XMDBLZYEGWMsaPm6m"", ""metadata_original_url"": ""QmRtB5JgJoCeYi5af3X2njznxf2FNLHeJHwkrduiMwwYKg""}"
637;0x3e43944d977dea22511da6d33c0cab666a604515;Whirl Silver Edition (Mix: 3102);Async Music Limited Editions;James Fox;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Cristina Spinei"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""James Fox"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x61315007451e00451305f63c93af8cdd866f6bc9"", ""0xa44a4e156ce0592b4faaa9a00062adec57eded64""], ""signatures"": [{""address"": ""0x61315007451e00451305f63c93Af8CDd866F6Bc9"", ""msg"": ""Verifying Limited Editions for Whirl minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x146684e2d16fdbffa54fbf55d841cef8ca8c501a101413964d7e1f92abec82246969935652ce46a1dc3c2fb5d1c53eb21014c9ebc7648fe877d2a33e8474cfb91b"", ""version"": ""2""}, {""address"": ""0xA44A4E156CE0592b4fAaa9a00062adec57EDEd64"", ""msg"": ""Verifying Limited Editions for Whirl minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x110c04db716d9886e9f45083b43cd3a49bee9cab1e73048eacefc42ce1084c445bbb55f61e7227468e10d44f64ce22555216b93116f4678c8feea761533fb7861b"", ""version"": ""2""}]}, ""image_original_url"": ""QmYjsyuYUWZvAqjbh9pu1FB6pXz3FZK4xH7pouvr5X8MYf"", ""animation_original_url"": ""QmVz5wzoVGswHkiPVYSW1dkPb3JEwjnPSuVHFapkDPgrSp"", ""metadata_original_url"": ""QmVUo6v5bnvX1dXJEkodp1yfoDumeUeD7wfpk8S6YdU4Ub""}"
638;0x3e43944d977dea22511da6d33c0cab666a604515;Warehouse Silver Edition (Mix: 2300);Async Music Limited Editions;Hussam Eissa;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Maelstrom"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Hussam Eissa"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0xc955f47333802c9064d655af97552cd49a87d777"", ""0x2edf8a01f636e086d5cbf34bc53e4e0d79fca5dc""], ""signatures"": [{""address"": ""0xC955F47333802c9064D655AF97552Cd49A87d777"", ""msg"": ""Verifying Limited Editions for Warehouse minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0xc338c3b0da12a09f3cf3c48fcda5349d21471df0bda4e25bc447786d7fc4f77d1420e80acaf15242f16f138712dfdd20a9e3712e16310be4d1529b007c1b8e0b1c"", ""version"": ""2""}, {""address"": ""0x2edf8a01f636e086d5cbf34bc53e4e0d79fca5dc"", ""msg"": ""Verifying Limited Editions for Warehouse minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x6663d4aeb4a862df9d92ea132afba4c6664be320bf85b531e9bf5687ce1623d74ac8e35ec80b721cd79567f41a8e812b4184fd1c664596e1a9571fb867239d1b1c"", ""version"": ""2""}]}, ""image_original_url"": ""QmVs7eKhxs58AG91ProqvWbHm2ZYbNCmocZEJ8B9KposAM"", ""animation_original_url"": ""QmYEjgQPt9LQGXqCaVs4y5na3vSLUKHToQW6sqF4RFHrLh"", ""metadata_original_url"": ""QmPzbZQjAVe2Bj8fRtVJJwWBNHHeDUK1EjRdpSRZA6qxV5""}"
639;0x3e43944d977dea22511da6d33c0cab666a604515;Ride or Die Silver Edition (Mix: 0001);Async Music Limited Editions;PLS&TY;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""PLS&TY"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x895df857cdd03106e82fa759cb881937aec8dd83""], ""signatures"": [{""address"": ""0x895Df857CdD03106E82FA759CB881937AEc8DD83"", ""msg"": ""Officially Verifying Limited Editions of PLS&TY - RIDE OR DIE minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0xfb034d678c8b0c161c9075c1598f0ded9f374d5be09d701f76f543e523b53c3a3046dcdfb674478c013edfd90ed63ab448e8f551faf702fff9f7a297fbd7594e1c"", ""version"": ""2""}]}, ""image_original_url"": ""QmTcJ1BPXzeeEHNUkvV1LYARzB3wtasN4977MmfXPo7Tgx"", ""animation_original_url"": ""QmTxww8jyUfAhrZkM7dKJ41TbUiZEcK4vzxsy6zcSWV4PZ"", ""metadata_original_url"": ""QmVKCJbCamLshsosVdPNA6Ut2CSMJMvrnwpMazBhUzcJfe""}"
640;0x3e43944d977dea22511da6d33c0cab666a604515;Say It's Possible Silver Edition (Mix: 20112);Async Music Limited Editions;Terra Naomi;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Terra Naomi"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x5567c85cbbe24c65c80783b520ea538552f47a88""], ""signatures"": [{""address"": ""0x5567C85CBbe24c65C80783b520ea538552f47A88"", ""msg"": ""Verifying Limited Editions for Say It's Possible minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x54b993b2e5cc7ee5fca095ad24debf227e71931aaca27f8b39ea49b6b8faba5508ec4a142c6fee819269416ff5043b5795ac42b8c5c69abdf0aee890a3b1f07a1b"", ""version"": ""2""}]}, ""image_original_url"": ""QmYBSDzJvZDP6ogAAvCz3Ds9JLvupLfB7Pjqy9RB5nEZ7v"", ""animation_original_url"": ""QmX1Gxph8biDDR8aWJyA5hhN2RLdYmcfg8daCxWVnjxSqe"", ""metadata_original_url"": ""QmZet14vLg4D6Mm7iVF2QhjufR3t3q79PFHpfWYFnj9uu2""}"
641;0x3e43944d977dea22511da6d33c0cab666a604515;Interchange Silver Edition (Mix: 022);Async Music Limited Editions;Beats Antique;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Beats Antique"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x08ecc57e7eabe263ccf05cfcf16cfbe462feec0b""], ""signatures"": [{""address"": ""0x08Ecc57E7eaBE263CCF05CFcF16CfBE462fEEC0B"", ""msg"": ""Verifying Limited Editions for Interchange minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x895886edc7b80e9befaef59c66f5f7c59a882aecd4f2f1c5ada7def6da89a68e794d0843c71f7ed106acf54a77b0bba58a8ef29ff8def79715995010c8cf31811c"", ""version"": ""2""}]}, ""image_original_url"": ""QmcdyLsyjbx5Q43bkuZhHEgiw4rBMYMNa3j1So6QL9AGvG"", ""animation_original_url"": ""Qmdb8iGVni4VnHa9We9D4yGpcMrBZskQ5fmADaymYRJDY4"", ""metadata_original_url"": ""QmXdToSMXrFSGU9vvbFcoVALMvAZ1pE9RK7eTu2HpzHjN7""}"
