asset_id;contract_address;asset_name;collection_name;Artist;Asset Type;extraMetadata
410;0x3e43944d977dea22511da6d33c0cab666a604515;Whirl Silver Edition (Mix: 1222);Async Music Limited Editions;James Fox;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Cristina Spinei"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""James Fox"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x61315007451e00451305f63c93af8cdd866f6bc9"", ""0xa44a4e156ce0592b4faaa9a00062adec57eded64""], ""signatures"": [{""address"": ""0x61315007451e00451305f63c93Af8CDd866F6Bc9"", ""msg"": ""Verifying Limited Editions for Whirl minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x146684e2d16fdbffa54fbf55d841cef8ca8c501a101413964d7e1f92abec82246969935652ce46a1dc3c2fb5d1c53eb21014c9ebc7648fe877d2a33e8474cfb91b"", ""version"": ""2""}, {""address"": ""0xA44A4E156CE0592b4fAaa9a00062adec57EDEd64"", ""msg"": ""Verifying Limited Editions for Whirl minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x110c04db716d9886e9f45083b43cd3a49bee9cab1e73048eacefc42ce1084c445bbb55f61e7227468e10d44f64ce22555216b93116f4678c8feea761533fb7861b"", ""version"": ""2""}]}, ""image_original_url"": ""QmUraRjY7dzfQE7xaDnYkyM1z1yyPDw9ERoMLSUuScvD6S"", ""animation_original_url"": ""QmatWwjPr1sAy9CwQdsmukp6mRnRn2spCDoB3TcKv6K1rs"", ""metadata_original_url"": ""QmckhgUiXteRtGgYUbS8E2Mk6XdUe5yYvdXjadY16bb5Gv""}"
411;0x3e43944d977dea22511da6d33c0cab666a604515;Warm Season Silver Edition (Mix: 11111);Async Music Limited Editions;Jana Stýblová;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""V\u00c9RIT\u00c9"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Jana St\u00fdblov\u00e1"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x69941a001733ad076cfbf8dec429a4d08d5284b2"", ""0x34f4c9d0aceb6cfee6e6b4df8ad069ea4a4befb2""], ""signatures"": [{""address"": ""0x69941a001733aD076cfbf8deC429A4D08d5284B2"", ""msg"": ""Verifying Limited Editions for Warm Season minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x873729a1387841c49c1f451d6378d7f86a08f78edf3b4efe62e652dc68adc5b8655a40452026a39e375156230a7da9238457c5c885754b66e2d14139e9a180291b"", ""version"": ""2""}, {""address"": ""0x34F4C9D0aCeB6Cfee6E6B4dF8ad069Ea4a4BefB2"", ""msg"": ""Verifying Limited Editions for Warm Season minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0xf75b8c781de142bc868484a6ce452439620985b2bc3bff664a96ffd2adfa11ea013d913d41d0d1925b3a0ebf769b3ae2e91e487dfca9d614600a4af388262b221c"", ""version"": ""2""}]}, ""image_original_url"": ""QmQcmisqEZZD46mTXkxiDXdPzXGyaVU6CDjRjbhsvcbSAX"", ""animation_original_url"": ""QmZRv7Bt3iLjxZRqgvP2CoyvTF6hLQ1uJvukHu9igSjzM8"", ""metadata_original_url"": ""QmNkeMzCYXRSovJ5oQArMjqoT1M75aBBsoQaQJGNSBhYNC""}"
412;0x3e43944d977dea22511da6d33c0cab666a604515;Whirl Silver Edition (Mix: 1222);Async Music Limited Editions;James Fox;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Cristina Spinei"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""James Fox"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x61315007451e00451305f63c93af8cdd866f6bc9"", ""0xa44a4e156ce0592b4faaa9a00062adec57eded64""], ""signatures"": [{""address"": ""0x61315007451e00451305f63c93Af8CDd866F6Bc9"", ""msg"": ""Verifying Limited Editions for Whirl minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x146684e2d16fdbffa54fbf55d841cef8ca8c501a101413964d7e1f92abec82246969935652ce46a1dc3c2fb5d1c53eb21014c9ebc7648fe877d2a33e8474cfb91b"", ""version"": ""2""}, {""address"": ""0xA44A4E156CE0592b4fAaa9a00062adec57EDEd64"", ""msg"": ""Verifying Limited Editions for Whirl minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x110c04db716d9886e9f45083b43cd3a49bee9cab1e73048eacefc42ce1084c445bbb55f61e7227468e10d44f64ce22555216b93116f4678c8feea761533fb7861b"", ""version"": ""2""}]}, ""image_original_url"": ""QmT63muHbvKgLWRobeRHugF7ymsA27jNTNZ2d4PPYdijJK"", ""animation_original_url"": ""QmatWwjPr1sAy9CwQdsmukp6mRnRn2spCDoB3TcKv6K1rs"", ""metadata_original_url"": ""QmVZwN82rjYiAewbGGZcU2f8EuJjiZ9nRz1bDCm46Vb3qb""}"
413;0x3e43944d977dea22511da6d33c0cab666a604515;Say It's Possible Silver Edition (Mix: 10121);Async Music Limited Editions;Terra Naomi;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Terra Naomi"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x5567c85cbbe24c65c80783b520ea538552f47a88""], ""signatures"": [{""address"": ""0x5567C85CBbe24c65C80783b520ea538552f47A88"", ""msg"": ""Verifying Limited Editions for Say It's Possible minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x54b993b2e5cc7ee5fca095ad24debf227e71931aaca27f8b39ea49b6b8faba5508ec4a142c6fee819269416ff5043b5795ac42b8c5c69abdf0aee890a3b1f07a1b"", ""version"": ""2""}]}, ""image_original_url"": ""QmcjZxYNZhSzGvHc66KdPuk4ZWDyz76kruC7WP5y4Nw9yK"", ""animation_original_url"": ""QmcJGLkhEpwhZXeqvNu7PVbkoaD1pCBaEA7UEpQPV8ri47"", ""metadata_original_url"": ""QmY3TcChfkdkKSygJGYXHMWdzaNJwMd76Q9uJJK39ip41G""}"
414;0x3e43944d977dea22511da6d33c0cab666a604515;Warm Season Silver Edition (Mix: 11111);Async Music Limited Editions;Jana Stýblová;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""V\u00c9RIT\u00c9"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Jana St\u00fdblov\u00e1"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x69941a001733ad076cfbf8dec429a4d08d5284b2"", ""0x34f4c9d0aceb6cfee6e6b4df8ad069ea4a4befb2""], ""signatures"": [{""address"": ""0x69941a001733aD076cfbf8deC429A4D08d5284B2"", ""msg"": ""Verifying Limited Editions for Warm Season minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x873729a1387841c49c1f451d6378d7f86a08f78edf3b4efe62e652dc68adc5b8655a40452026a39e375156230a7da9238457c5c885754b66e2d14139e9a180291b"", ""version"": ""2""}, {""address"": ""0x34F4C9D0aCeB6Cfee6E6B4dF8ad069Ea4a4BefB2"", ""msg"": ""Verifying Limited Editions for Warm Season minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0xf75b8c781de142bc868484a6ce452439620985b2bc3bff664a96ffd2adfa11ea013d913d41d0d1925b3a0ebf769b3ae2e91e487dfca9d614600a4af388262b221c"", ""version"": ""2""}]}, ""image_original_url"": ""QmYZ9UYbVuRV8NfeukTQvfQ3QdXvt38BZF38FBKbVC8zV6"", ""animation_original_url"": ""QmZRv7Bt3iLjxZRqgvP2CoyvTF6hLQ1uJvukHu9igSjzM8"", ""metadata_original_url"": ""Qmasd6jcUqrb1mVzYERfvcQhK4At1bPLKGeSSAHWU4xdfW""}"
415;0x3e43944d977dea22511da6d33c0cab666a604515;Warehouse Silver Edition (Mix: 2112);Async Music Limited Editions;H. Eissa;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Maelstrom"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""H. Eissa"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0xc955f47333802c9064d655af97552cd49a87d777"", ""0x2edf8a01f636e086d5cbf34bc53e4e0d79fca5dc""], ""signatures"": [{""address"": ""0xC955F47333802c9064D655AF97552Cd49A87d777"", ""msg"": ""Verifying Limited Editions for Warehouse minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0xc338c3b0da12a09f3cf3c48fcda5349d21471df0bda4e25bc447786d7fc4f77d1420e80acaf15242f16f138712dfdd20a9e3712e16310be4d1529b007c1b8e0b1c"", ""version"": ""2""}, {""address"": ""0x2edf8a01f636e086d5cbf34bc53e4e0d79fca5dc"", ""msg"": ""Verifying Limited Editions for Warehouse minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x6663d4aeb4a862df9d92ea132afba4c6664be320bf85b531e9bf5687ce1623d74ac8e35ec80b721cd79567f41a8e812b4184fd1c664596e1a9571fb867239d1b1c"", ""version"": ""2""}]}, ""image_original_url"": ""QmcKydjW55KnZdDmuXKFoxcSTRz1XKKBTFx5iQ5WmkJXrG"", ""animation_original_url"": ""Qmdo9nG141KV5pFoLoGLnJkHjpefN7wHcH9NyDXpozYp4n"", ""metadata_original_url"": ""QmQb3d1LnC6hpNCgqLr4Ee53ZUKrdbAXZy3oSewbM4Ka2S""}"
416;0x3e43944d977dea22511da6d33c0cab666a604515;Say It's Possible Gold Edition (Mix: 00001);Async Music Limited Editions;Terra Naomi;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Terra Naomi"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x5567c85cbbe24c65c80783b520ea538552f47a88""], ""signatures"": [{""address"": ""0x5567C85CBbe24c65C80783b520ea538552f47A88"", ""msg"": ""Verifying Limited Editions for Say It's Possible minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x54b993b2e5cc7ee5fca095ad24debf227e71931aaca27f8b39ea49b6b8faba5508ec4a142c6fee819269416ff5043b5795ac42b8c5c69abdf0aee890a3b1f07a1b"", ""version"": ""2""}]}, ""image_original_url"": ""Qmf4bSfeCmn22kzbUQRgZZpdCTxktF8BTs6ZvVycbmjCHc"", ""animation_original_url"": ""QmegcA7UXXxmX8g6gLwxwLiSADp8wyCvFpM2zeJyzeNYwA"", ""metadata_original_url"": ""QmPNTdirawPTDjfAiZ3sv1pTwxem45SfGsGM2tsg6kvtvy""}"
417;0x3e43944d977dea22511da6d33c0cab666a604515;Warehouse Silver Edition (Mix: 2112);Async Music Limited Editions;H. Eissa;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Maelstrom"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""H. Eissa"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0xc955f47333802c9064d655af97552cd49a87d777"", ""0x2edf8a01f636e086d5cbf34bc53e4e0d79fca5dc""], ""signatures"": [{""address"": ""0xC955F47333802c9064D655AF97552Cd49A87d777"", ""msg"": ""Verifying Limited Editions for Warehouse minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0xc338c3b0da12a09f3cf3c48fcda5349d21471df0bda4e25bc447786d7fc4f77d1420e80acaf15242f16f138712dfdd20a9e3712e16310be4d1529b007c1b8e0b1c"", ""version"": ""2""}, {""address"": ""0x2edf8a01f636e086d5cbf34bc53e4e0d79fca5dc"", ""msg"": ""Verifying Limited Editions for Warehouse minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x6663d4aeb4a862df9d92ea132afba4c6664be320bf85b531e9bf5687ce1623d74ac8e35ec80b721cd79567f41a8e812b4184fd1c664596e1a9571fb867239d1b1c"", ""version"": ""2""}]}, ""image_original_url"": ""QmNgVWU2GU2f3kK7xBwjigUkdiqjWZCGUxcLDFiTLucTdy"", ""animation_original_url"": ""Qmdo9nG141KV5pFoLoGLnJkHjpefN7wHcH9NyDXpozYp4n"", ""metadata_original_url"": ""QmVuR91hPW9mqL3VY9cm8d6ufqWnCh5ii9VgFNnWYFHGzm""}"
418;0x3e43944d977dea22511da6d33c0cab666a604515;LEAVING Silver Edition (Mix: 312001);Async Music Limited Editions;HMLTD;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""HMLTD"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x13591d9f20bfeccc5255e3e3fcdbd9b684f82011""], ""signatures"": [{""address"": ""0x13591d9f20Bfeccc5255E3E3FcDBd9B684f82011"", ""msg"": ""Verifying Limited Editions for LEAVING minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x8ae6ad5879a74060a3ddf934757f4f079a6ca7c8008af5cf2ce2dcdbe0afe9fd61401a2b23203da5960ff0c3232bbe0261529ae69e5912bed95f286dbb2682591b"", ""version"": ""2""}]}, ""image_original_url"": ""Qmby4qy8TNkfXkfgPCLnGBkr5c6aLRc8R2PZksCRsPuE4Q"", ""animation_original_url"": ""QmYrvcKyZ8MbH6kwGqrVJMiW3dwA7c8E24Hn4HNPBBXZTj"", ""metadata_original_url"": ""QmQQUYengAtGYWjKtYTxGqjwvLztMVYGL96MMN4YwojtQW""}"
419;0x3e43944d977dea22511da6d33c0cab666a604515;LEAVING Silver Edition (Mix: 312001);Async Music Limited Editions;HMLTD;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""HMLTD"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x13591d9f20bfeccc5255e3e3fcdbd9b684f82011""], ""signatures"": [{""address"": ""0x13591d9f20Bfeccc5255E3E3FcDBd9B684f82011"", ""msg"": ""Verifying Limited Editions for LEAVING minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x8ae6ad5879a74060a3ddf934757f4f079a6ca7c8008af5cf2ce2dcdbe0afe9fd61401a2b23203da5960ff0c3232bbe0261529ae69e5912bed95f286dbb2682591b"", ""version"": ""2""}]}, ""image_original_url"": ""QmUXKpSxh1t7HH5p6N1Log2CUxiGinT3zQ7BAjBxZnao5D"", ""animation_original_url"": ""QmYrvcKyZ8MbH6kwGqrVJMiW3dwA7c8E24Hn4HNPBBXZTj"", ""metadata_original_url"": ""QmNT6qgHg67o618CA32FSnHxejeuFKqx5v52ZEUp4NaEBF""}"
420;0x3e43944d977dea22511da6d33c0cab666a604515;LEAVING Silver Edition (Mix: 312001);Async Music Limited Editions;HMLTD;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""HMLTD"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x13591d9f20bfeccc5255e3e3fcdbd9b684f82011""], ""signatures"": [{""address"": ""0x13591d9f20Bfeccc5255E3E3FcDBd9B684f82011"", ""msg"": ""Verifying Limited Editions for LEAVING minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x8ae6ad5879a74060a3ddf934757f4f079a6ca7c8008af5cf2ce2dcdbe0afe9fd61401a2b23203da5960ff0c3232bbe0261529ae69e5912bed95f286dbb2682591b"", ""version"": ""2""}]}, ""image_original_url"": ""QmavPgsD3EdqQG3PDtycu1CBxqFXHrD2zYPN5EnqDxt5V7"", ""animation_original_url"": ""QmYrvcKyZ8MbH6kwGqrVJMiW3dwA7c8E24Hn4HNPBBXZTj"", ""metadata_original_url"": ""QmSZRxZuE6XKBj6HhWMbuuevaJtiEGGJ5ofvdkRoyXop1G""}"
421;0x3e43944d977dea22511da6d33c0cab666a604515;Warm Season Silver Edition (Mix: 11122);Async Music Limited Editions;Jana Stýblová;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""V\u00c9RIT\u00c9"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Jana St\u00fdblov\u00e1"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x69941a001733ad076cfbf8dec429a4d08d5284b2"", ""0x34f4c9d0aceb6cfee6e6b4df8ad069ea4a4befb2""], ""signatures"": [{""address"": ""0x69941a001733aD076cfbf8deC429A4D08d5284B2"", ""msg"": ""Verifying Limited Editions for Warm Season minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x873729a1387841c49c1f451d6378d7f86a08f78edf3b4efe62e652dc68adc5b8655a40452026a39e375156230a7da9238457c5c885754b66e2d14139e9a180291b"", ""version"": ""2""}, {""address"": ""0x34F4C9D0aCeB6Cfee6E6B4dF8ad069Ea4a4BefB2"", ""msg"": ""Verifying Limited Editions for Warm Season minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0xf75b8c781de142bc868484a6ce452439620985b2bc3bff664a96ffd2adfa11ea013d913d41d0d1925b3a0ebf769b3ae2e91e487dfca9d614600a4af388262b221c"", ""version"": ""2""}]}, ""image_original_url"": ""QmQDX8hra8KBc6pZJXJAofwFTpV8sdphqkDd8ghfLQBxMC"", ""animation_original_url"": ""QmYtsyV38EgK2yFAmjz5RkEjaWMryegecsATLJaHpENgdg"", ""metadata_original_url"": ""QmPvas7d4ndCBr1S4z3oroLcieKdySksmY4siXa8HVskUi""}"
422;0x3e43944d977dea22511da6d33c0cab666a604515;Warehouse Silver Edition (Mix: 2112);Async Music Limited Editions;H. Eissa;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Maelstrom"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""H. Eissa"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0xc955f47333802c9064d655af97552cd49a87d777"", ""0x2edf8a01f636e086d5cbf34bc53e4e0d79fca5dc""], ""signatures"": [{""address"": ""0xC955F47333802c9064D655AF97552Cd49A87d777"", ""msg"": ""Verifying Limited Editions for Warehouse minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0xc338c3b0da12a09f3cf3c48fcda5349d21471df0bda4e25bc447786d7fc4f77d1420e80acaf15242f16f138712dfdd20a9e3712e16310be4d1529b007c1b8e0b1c"", ""version"": ""2""}, {""address"": ""0x2edf8a01f636e086d5cbf34bc53e4e0d79fca5dc"", ""msg"": ""Verifying Limited Editions for Warehouse minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x6663d4aeb4a862df9d92ea132afba4c6664be320bf85b531e9bf5687ce1623d74ac8e35ec80b721cd79567f41a8e812b4184fd1c664596e1a9571fb867239d1b1c"", ""version"": ""2""}]}, ""image_original_url"": ""QmQWBYFHNBcbX38evEd13YXJa2qFdiTuBvxr95p2TJoLFn"", ""animation_original_url"": ""Qmdo9nG141KV5pFoLoGLnJkHjpefN7wHcH9NyDXpozYp4n"", ""metadata_original_url"": ""QmZ8PMgtEQbvkKMMeEdNQUNBu4Z1vbSbbSjNHtgdPuiS97""}"
423;0x3e43944d977dea22511da6d33c0cab666a604515;Say It's Possible Silver Edition (Mix: 00000);Async Music Limited Editions;Terra Naomi;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Terra Naomi"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x5567c85cbbe24c65c80783b520ea538552f47a88""], ""signatures"": [{""address"": ""0x5567C85CBbe24c65C80783b520ea538552f47A88"", ""msg"": ""Verifying Limited Editions for Say It's Possible minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x54b993b2e5cc7ee5fca095ad24debf227e71931aaca27f8b39ea49b6b8faba5508ec4a142c6fee819269416ff5043b5795ac42b8c5c69abdf0aee890a3b1f07a1b"", ""version"": ""2""}]}, ""image_original_url"": ""QmWHkKn8cXMfyVHpwvv9jnU5ZxVsr5t1w3MMbqtCutwtYS"", ""animation_original_url"": ""QmaoCsjkhhk82fdiUYmDhyWexr8NPNwqDqfmbRadb9dAfN"", ""metadata_original_url"": ""QmPgzwZS887f49pUrkLHTKERjQEF6FtEUzx1C9W9YZ3UWC""}"
424;0x3e43944d977dea22511da6d33c0cab666a604515;Warm Season Silver Edition (Mix: 12122);Async Music Limited Editions;Jana Stýblová;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""V\u00c9RIT\u00c9"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Jana St\u00fdblov\u00e1"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x69941a001733ad076cfbf8dec429a4d08d5284b2"", ""0x34f4c9d0aceb6cfee6e6b4df8ad069ea4a4befb2""], ""signatures"": [{""address"": ""0x69941a001733aD076cfbf8deC429A4D08d5284B2"", ""msg"": ""Verifying Limited Editions for Warm Season minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x873729a1387841c49c1f451d6378d7f86a08f78edf3b4efe62e652dc68adc5b8655a40452026a39e375156230a7da9238457c5c885754b66e2d14139e9a180291b"", ""version"": ""2""}, {""address"": ""0x34F4C9D0aCeB6Cfee6E6B4dF8ad069Ea4a4BefB2"", ""msg"": ""Verifying Limited Editions for Warm Season minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0xf75b8c781de142bc868484a6ce452439620985b2bc3bff664a96ffd2adfa11ea013d913d41d0d1925b3a0ebf769b3ae2e91e487dfca9d614600a4af388262b221c"", ""version"": ""2""}]}, ""image_original_url"": ""QmdEboSetvbgZCtAnUgEdBADPx7tC4P8bxL1qiFZccmTgw"", ""animation_original_url"": ""QmbbB9QdNWqUSgafg8nKSb7nbarky7DnnScHCacAFnooop"", ""metadata_original_url"": ""QmRPp17UvF46gUifaJHq6exHx7Z1LGY3hnTUX48mQJgbkV""}"
425;0x3e43944d977dea22511da6d33c0cab666a604515;Whirl Silver Edition (Mix: 1222);Async Music Limited Editions;James Fox;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Cristina Spinei"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""James Fox"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x61315007451e00451305f63c93af8cdd866f6bc9"", ""0xa44a4e156ce0592b4faaa9a00062adec57eded64""], ""signatures"": [{""address"": ""0x61315007451e00451305f63c93Af8CDd866F6Bc9"", ""msg"": ""Verifying Limited Editions for Whirl minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x146684e2d16fdbffa54fbf55d841cef8ca8c501a101413964d7e1f92abec82246969935652ce46a1dc3c2fb5d1c53eb21014c9ebc7648fe877d2a33e8474cfb91b"", ""version"": ""2""}, {""address"": ""0xA44A4E156CE0592b4fAaa9a00062adec57EDEd64"", ""msg"": ""Verifying Limited Editions for Whirl minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0x110c04db716d9886e9f45083b43cd3a49bee9cab1e73048eacefc42ce1084c445bbb55f61e7227468e10d44f64ce22555216b93116f4678c8feea761533fb7861b"", ""version"": ""2""}]}, ""image_original_url"": ""QmUCgL8c9nj1YXDYzxoYDsNip2GdARL1GfSgNEKwDgtTDN"", ""animation_original_url"": ""QmatWwjPr1sAy9CwQdsmukp6mRnRn2spCDoB3TcKv6K1rs"", ""metadata_original_url"": ""QmdjpL1iy6vBYN9WHpy1RyqusYz44QBNNj8wpTnWSgmanq""}"
426;0x3e43944d977dea22511da6d33c0cab666a604515;Warm Season Silver Edition (Mix: 12122);Async Music Limited Editions;Jana Stýblová;Recording;"{""attributes"": [{""trait_type"": ""Asset Type"", ""value"": ""Recording"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""V\u00c9RIT\u00c9"", ""display_type"": null}, {""trait_type"": ""Artist"", ""value"": ""Jana St\u00fdblov\u00e1"", ""display_type"": null}], ""async-attributes"": {""artists"": [""0x69941a001733ad076cfbf8dec429a4d08d5284b2"", ""0x34f4c9d0aceb6cfee6e6b4df8ad069ea4a4befb2""], ""signatures"": [{""address"": ""0x69941a001733aD076cfbf8deC429A4D08d5284B2"", ""msg"": ""Verifying Limited Editions for Warm Season minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515."", ""sig"": ""0x873729a1387841c49c1f451d6378d7f86a08f78edf3b4efe62e652dc68adc5b8655a40452026a39e375156230a7da9238457c5c885754b66e2d14139e9a180291b"", ""version"": ""2""}, {""address"": ""0x34F4C9D0aCeB6Cfee6E6B4dF8ad069Ea4a4BefB2"", ""msg"": ""Verifying Limited Editions for Warm Season minted by Async Art on contract 0x3e43944d977dea22511da6d33c0cab666a604515"", ""sig"": ""0xf75b8c781de142bc868484a6ce452439620985b2bc3bff664a96ffd2adfa11ea013d913d41d0d1925b3a0ebf769b3ae2e91e487dfca9d614600a4af388262b221c"", ""version"": ""2""}]}, ""image_original_url"": ""QmYTBQnvU48Gw9AYRWhWW1XqrP8feS9k3K4djwv9V6UvyT"", ""animation_original_url"": ""QmbbB9QdNWqUSgafg8nKSb7nbarky7DnnScHCacAFnooop"", ""metadata_original_url"": ""QmY97WK1WS4T78uBgJxQYCxXALxWoDJ69NEsH7soDkwLmk""}"
